1000;10329.0;9073.0;11691.0;8725.0;10152.0;8528.0;11160.0;9291.0;8121.0;8586.0;9524.0;9229.0;9014.0;9932.0;10412.0;8665.0;10422.0;9618.0;7999.0;8109.0;8896.0;9530.0;10345.0;10195.0;9524.0;8622.0;9118.0;11738.0;7896.0;9153.0;8949.0;9215.0;9930.0;9453.0;10035.0;8770.0;9796.0;11692.0;11907.0;9250.0;10888.0;10355.0;7622.0;13150.0;9380.0;11632.0;11324.0;9921.0;8247.0;10802.0;
2000;20741.0;23204.0;24352.0;22306.0;22207.0;23725.0;24381.0;21892.0;23146.0;20757.0;22039.0;27842.0;23769.0;20552.0;17892.0;21604.0;20740.0;24269.0;23968.0;19011.0;21364.0;26002.0;19963.0;26170.0;21896.0;22211.0;23304.0;20088.0;20554.0;18740.0;21513.0;23231.0;23043.0;22169.0;18643.0;18350.0;18445.0;19115.0;19624.0;19535.0;29468.0;16819.0;20249.0;23539.0;19834.0;20401.0;22605.0;20863.0;19229.0;19295.0;
3000;33739.0;38509.0;36618.0;34128.0;27897.0;36258.0;35467.0;31514.0;28303.0;37348.0;39655.0;31111.0;33062.0;27267.0;30802.0;31591.0;45467.0;28131.0;44675.0;34347.0;35756.0;33378.0;55095.0;30522.0;33844.0;34258.0;41122.0;31499.0;32196.0;33141.0;38487.0;29992.0;32128.0;38519.0;36969.0;36966.0;34411.0;31209.0;29291.0;28610.0;29695.0;33205.0;34936.0;28874.0;37622.0;31518.0;34098.0;33636.0;28159.0;32034.0;
4000;38221.0;41963.0;56473.0;45452.0;40343.0;40299.0;46404.0;43161.0;46758.0;47636.0;40514.0;57556.0;41126.0;47051.0;52358.0;51080.0;47113.0;56763.0;40227.0;45341.0;43920.0;37740.0;56957.0;42615.0;46485.0;44376.0;40599.0;38057.0;59185.0;44877.0;46956.0;43347.0;37879.0;49797.0;51165.0;39771.0;51514.0;53776.0;44783.0;43516.0;42137.0;45176.0;40804.0;44198.0;48977.0;40892.0;41846.0;42796.0;41101.0;45759.0;
5000;67522.0;54348.0;61129.0;75205.0;53611.0;61179.0;53799.0;61920.0;50251.0;57019.0;57665.0;55960.0;55246.0;58560.0;52463.0;44409.0;60892.0;65497.0;59179.0;54267.0;73441.0;65602.0;58340.0;59003.0;51645.0;65489.0;56069.0;64406.0;52909.0;62428.0;47271.0;63718.0;53759.0;56059.0;60696.0;59218.0;56949.0;53902.0;53388.0;66354.0;48544.0;54267.0;55612.0;62032.0;59233.0;53070.0;56925.0;53938.0;53409.0;60786.0;
6000;63548.0;68547.0;77718.0;73555.0;60904.0;63908.0;65904.0;73124.0;81594.0;72974.0;68052.0;68982.0;74297.0;68609.0;64378.0;70658.0;70803.0;72300.0;70192.0;66366.0;70227.0;68439.0;69255.0;60184.0;73487.0;69293.0;63156.0;72902.0;69205.0;64493.0;68993.0;77357.0;69402.0;66973.0;90828.0;71418.0;62755.0;59693.0;85299.0;69127.0;78197.0;71363.0;70718.0;74806.0;89477.0;75754.0;61095.0;84059.0;70625.0;63743.0;
7000;82643.0;82948.0;81943.0;75002.0;91764.0;91530.0;73272.0;75179.0;75768.0;79792.0;99819.0;77445.0;81684.0;93042.0;81996.0;74708.0;98070.0;76653.0;101068.0;89129.0;81430.0;79338.0;81197.0;89591.0;87978.0;87567.0;76858.0;83280.0;81167.0;80417.0;91245.0;83766.0;82961.0;74426.0;95837.0;80242.0;83064.0;86404.0;85238.0;71892.0;79679.0;79277.0;81449.0;95608.0;90247.0;81996.0;89519.0;96198.0;90821.0;77278.0;
8000;91819.0;150217.0;98620.0;116358.0;95278.0;88313.0;86107.0;90396.0;153898.0;98655.0;96484.0;112378.0;93172.0;76560.0;95875.0;88855.0;97526.0;78761.0;87355.0;97808.0;95285.0;87291.0;109732.0;100183.0;83415.0;92853.0;89344.0;88563.0;108808.0;110761.0;110499.0;105156.0;93536.0;90363.0;101592.0;81122.0;96089.0;98011.0;124331.0;100679.0;108775.0;82267.0;89004.0;106305.0;105671.0;83679.0;100457.0;86034.0;97482.0;94958.0;
9000;106088.0;120069.0;113305.0;113745.0;119851.0;97726.0;106621.0;95632.0;104307.0;111418.0;116256.0;115033.0;106682.0;122403.0;104671.0;122337.0;99277.0;108918.0;108311.0;101925.0;116912.0;101714.0;108435.0;116449.0;118858.0;102014.0;119444.0;99741.0;109460.0;110673.0;121372.0;113167.0;119885.0;102265.0;100231.0;104627.0;93515.0;100234.0;117645.0;109650.0;103261.0;96418.0;102944.0;127494.0;107026.0;106427.0;104848.0;140718.0;93957.0;126141.0;
10000;117495.0;126727.0;137083.0;99976.0;115037.0;122721.0;120906.0;118628.0;104413.0;109074.0;125586.0;124454.0;115425.0;121593.0;113863.0;131246.0;124188.0;102915.0;146893.0;135801.0;120116.0;118068.0;138852.0;114937.0;132576.0;119428.0;116795.0;125396.0;113694.0;116946.0;118328.0;126787.0;124382.0;129249.0;109146.0;164856.0;116404.0;118969.0;112243.0;135795.0;122990.0;133812.0;107346.0;135941.0;117081.0;118589.0;103971.0;124370.0;119678.0;112428.0;
11000;139491.0;132954.0;134018.0;145082.0;152821.0;168474.0;131659.0;121276.0;160045.0;137041.0;160348.0;145713.0;149028.0;131851.0;131752.0;147986.0;115478.0;118571.0;142739.0;138596.0;129361.0;128536.0;118116.0;146742.0;151932.0;141339.0;144120.0;130633.0;141061.0;185763.0;132335.0;158072.0;139917.0;128135.0;144435.0;128741.0;126902.0;147747.0;123103.0;174870.0;118794.0;157989.0;178527.0;130875.0;118607.0;150777.0;147385.0;126823.0;123350.0;123573.0;
12000;160732.0;135370.0;174698.0;157847.0;133816.0;138317.0;177876.0;159063.0;139132.0;128798.0;134742.0;149001.0;152591.0;149260.0;141010.0;135685.0;144120.0;120244.0;155167.0;159707.0;164994.0;146892.0;186196.0;144584.0;137055.0;127193.0;152039.0;170063.0;142955.0;155341.0;163262.0;154417.0;183047.0;191300.0;145417.0;163819.0;131744.0;153788.0;152801.0;146691.0;134295.0;129195.0;155621.0;165668.0;161176.0;165107.0;157953.0;139910.0;149296.0;140311.0;
13000;144030.0;138530.0;133448.0;154238.0;163333.0;189248.0;148697.0;165518.0;151312.0;159672.0;162028.0;129971.0;217551.0;163197.0;167310.0;167322.0;185986.0;151367.0;170382.0;183948.0;163314.0;151852.0;147025.0;156329.0;154103.0;169982.0;174216.0;166059.0;158068.0;170081.0;174541.0;156107.0;165406.0;160877.0;177242.0;172215.0;162875.0;141587.0;145802.0;159813.0;165269.0;169154.0;159605.0;190513.0;169013.0;213030.0;167075.0;182261.0;188481.0;159470.0;
14000;171283.0;257757.0;153881.0;184517.0;174289.0;148058.0;155525.0;165245.0;215072.0;169231.0;150447.0;214417.0;189399.0;159587.0;199513.0;153572.0;178362.0;167131.0;170804.0;154279.0;169051.0;182293.0;148537.0;191566.0;189703.0;179961.0;160571.0;176448.0;151486.0;234446.0;142390.0;151610.0;169056.0;167312.0;148254.0;158117.0;171671.0;179271.0;185737.0;242859.0;162330.0;156985.0;157247.0;198290.0;163007.0;192990.0;192604.0;182953.0;175678.0;179323.0;
15000;238339.0;178801.0;166749.0;187327.0;207908.0;203984.0;162504.0;190373.0;190115.0;179578.0;181745.0;171694.0;178221.0;189229.0;253321.0;179691.0;197283.0;196460.0;172592.0;194330.0;231443.0;172241.0;187674.0;208911.0;187013.0;191682.0;201988.0;183829.0;164604.0;207228.0;163142.0;205950.0;187728.0;200772.0;188649.0;199698.0;218247.0;187505.0;264064.0;203932.0;199058.0;193481.0;212369.0;195615.0;197325.0;171741.0;172889.0;190897.0;179704.0;191023.0;
16000;215829.0;208958.0;200429.0;174879.0;206448.0;190882.0;225841.0;208528.0;237332.0;209216.0;179673.0;245427.0;176612.0;207744.0;222643.0;216857.0;235387.0;192455.0;213486.0;194026.0;202090.0;225996.0;188622.0;228046.0;195762.0;184012.0;166449.0;186933.0;200707.0;230819.0;240636.0;244555.0;217710.0;231037.0;195941.0;174144.0;190892.0;228203.0;207804.0;195873.0;244449.0;192326.0;261843.0;253719.0;242041.0;216055.0;174669.0;195373.0;191020.0;202845.0;
17000;197217.0;218193.0;193158.0;201981.0;243098.0;216803.0;207313.0;224510.0;221118.0;235598.0;218770.0;227110.0;223986.0;248226.0;198847.0;199146.0;212345.0;221696.0;264273.0;223303.0;287773.0;207744.0;254413.0;211204.0;211760.0;200182.0;189897.0;188620.0;262258.0;210399.0;222613.0;249876.0;215758.0;226766.0;182449.0;200955.0;241130.0;235945.0;207617.0;189430.0;233377.0;210266.0;233357.0;206754.0;229960.0;200155.0;221228.0;241678.0;222896.0;243007.0;
18000;237437.0;262562.0;220535.0;222990.0;284658.0;232271.0;198577.0;216901.0;218200.0;208920.0;234698.0;247313.0;237248.0;251110.0;198358.0;268600.0;236692.0;227329.0;298852.0;225321.0;240563.0;219974.0;223954.0;214230.0;231189.0;243084.0;242390.0;211703.0;227882.0;238157.0;213576.0;201280.0;312482.0;228401.0;289876.0;232022.0;220203.0;241987.0;228730.0;245675.0;242588.0;215921.0;240116.0;209080.0;215376.0;245620.0;310130.0;243585.0;232322.0;222934.0;
